source_fare,time_diff
3964,839790435000000
6905,321390332000000
2037,-24209740000000
3254,148590216000000
4366,3258989888000000
2573,7665389779000000
2525,1012589703000000
2830,321389629000000
3614,5073389571000000
2182,580587382000000
3914,62187307000000
2108,926187274000000
1926,62187185000000
3045,321386927000000
3345,839786846000000
2525,1012586795000000
2910,62186682000000
3044,839786639000000
2872,-24213457000000
1854,926188440000000
2248,494188367000000
6570,4900588330000000
2033,407788219000000
1854,1012588142000000
2525,1012587968000000
2698,-24212193000000
3039,407787748000000
2356,62187670000000
2696,234984209000000
2539,2654184120000000
3044,839783906000000
1667,839783758000000
2717,839783716000000
2033,1271783639000000
3629,62183563000000
2347,2049383446000000
2982,62189413000000
1764,62189348000000
4713,234989297000000
3614,5073389009000000
2715,1617388722000000
2046,1703788703000000
2525,839788650000000
2698,-24216609000000
2078,62183019000000
3544,-24217032000000
5166,3345382862000000
2364,839782628000000
3584,321382463000000
6916,62184942000000
2619,234984879000000
2100,407784631000000
1902,321384550000000
2356,62184510000000
8407,5073384471000000
3044,62191464000000
1518,62191445000000
2910,62191354000000
2910,62191309000000
3964,839790603000000
2182,580586380000000
2033,148586320000000
2910,62186182000000
1701,1444585866000000
3738,2308576396000000
2560,1876576340000000
2209,321376318000000
3873,-24223754000000
2872,-24223854000000
1551,321376104000000
2403,839776100000000
2550,234976087000000
2356,62176063000000
2284,1617375920000000
3690,2222175782000000
1926,62175761000000
2037,-24224346000000
2108,926175598000000
2364,494180213000000
2836,494180155000000
4587,3345380113000000
4060,62179960000000
4305,148579829000000
7047,148579760000000
2364,839779737000000
2347,2049379632000000
3544,-24220423000000
3696,321379492000000
3586,3431779214000000
2698,-24220860000000
2698,-24221140000000
1518,148578782000000
2801,2394978731000000
914,1876578654000000
2779,321378441000000
4694,62174066000000
2549,666974039000000
2550,234974036000000
3899,148573801000000
3920,5073373694000000
8407,5073373688000000
2122,234973450000000
2969,1703777350000000
2969,1703777202000000
1478,494176695000000
3300,407776668000000
2209,321376623000000
3920,5073376605000000
2836,494176406000000
4587,3345381183000000
2033,148581086000000
1706,62180787000000
2356,62180651000000
3467,926180631000000
2347,2049380601000000
2356,62180463000000
2178,2308582214000000
2533,62182046000000
2619,234982044000000
3920,5073381648000000
3510,4468581568000000
3103,62178383000000
2877,1098978280000000
3300,407778163000000
3584,321377866000000
3103,62177442000000
2715,62174480000000
2715,62174421000000
2231,926165246000000
2034,2049365180000000
2356,926165158000000
3345,753365121000000
3303,148564932000000
2517,1530964627000000
2910,62164518000000
2356,148564481000000
6570,4900564354000000
2698,-24235652000000
2347,666968237000000
6228,5073368219000000
2895,234968195000000
2895,234968057000000
1683,839767664000000
2698,-24232345000000
2895,234967635000000
3370,407767595000000
2698,-24232468000000
5580,-24232543000000
3044,62166321000000
2037,-24233879000000
2910,62165962000000
3486,1012565752000000
2980,926165660000000
889,2135765587000000
1482,2654165418000000
3873,-24234641000000
3345,839770330000000
2715,62170200000000
4507,4468570022000000
3477,1358169958000000
2037,-24230181000000
2037,-24230328000000
2511,1271769540000000
2799,62169424000000
2836,407771194000000
3584,321371153000000
3418,148571120000000
3544,-24229097000000
2895,234970805000000
2779,321370636000000
3027,580570480000000
6651,321372329000000
8483,5159772151000000
2698,-24228264000000
4049,7578971553000000
2910,62171397000000
2122,234971389000000
2070,62167309000000
914,2654167168000000
2982,62167103000000
2895,234967084000000
2037,-24233204000000
2895,234966403000000
2877,1098973374000000
3309,4554973130000000
1688,321372904000000
1922,62172705000000
2883,1876572387000000
3418,148569201000000
2980,926169061000000
2779,148568831000000
1683,407768745000000
2910,62168404000000
3169,3172560277000000
1926,62159953000000
6168,-24240054000000
2158,10602959875000000
3164,62159704000000
1567,666959582000000
2182,580559539000000
3181,234959536000000
3181,234959440000000
2715,62159072000000
2969,2654159036000000
2356,753358979000000
3937,10170958900000000
2356,753358842000000
2356,62158803000000
3164,234958797000000
3964,62158680000000
2356,753358486000000
2627,-24238807000000
2356,753361036000000
2148,580561029000000
2910,62160983000000
2695,580560941000000
3914,1185360804000000
3899,407760685000000
2356,753364074000000
5660,4641363913000000
2706,-24236153000000
2081,926163804000000
4169,5764563528000000
2910,62163334000000
2715,62162273000000
1673,-24237900000000
2895,234962047000000
2715,1617361819000000
2310,234961586000000
2082,839761574000000
6163,1358157903000000
2627,-24242393000000
2310,234957533000000
3034,407757370000000
2910,62157290000000
3873,-24243039000000
5164,5073356832000000
7047,148556627000000
2381,407756593000000
3243,321356433000000
2148,580563145000000
3624,2222163097000000
2910,62162846000000
2356,753362495000000
2356,753362421000000
4116,62155973000000
2536,321355880000000
1954,-24244452000000
2910,62152131000000
3164,839751956000000
1637,6369351891000000
3899,62151838000000
1324,926151797000000
3438,5073351689000000
2037,-24248314000000
3614,4986951471000000
4223,62151378000000
5448,3863747040000000
4107,62146994000000
4223,62146989000000
2356,62146905000000
3920,2826946713000000
2980,666946658000000
2980,666946554000000
891,494146521000000
3684,62146460000000
2356,62146352000000
2114,2481348226000000
2009,2654148047000000
7907,3172547993000000
2114,666947986000000
1518,148547969000000
3750,1358147495000000
5339,62147482000000
3062,234947372000000
3351,62149248000000
3944,2999749210000000
4223,62149168000000
4322,3172549134000000
1068,1358149053000000
2269,-24251611000000
2356,753350130000000
1340,62149896000000
1551,321349461000000
2364,839749445000000
2356,62149442000000
1518,148549320000000
2364,839749290000000
1673,-24245961000000
2098,62153973000000
2715,62153875000000
2356,926153673000000
3034,407753322000000
1340,62153180000000
3750,1358152995000000
1821,62152944000000
2098,62152866000000
4116,62152586000000
2533,62150872000000
1267,62150746000000
1706,62150412000000
3048,62150400000000
2895,234955188000000
2695,494154802000000
3806,321344237000000
2715,62143948000000
2046,1271743832000000
2532,62143802000000
4118,926143724000000
8407,5073343601000000
3904,5246143561000000
3696,62143421000000
3079,62143333000000
2443,62137972000000
2106,926137966000000
3345,839737723000000
2041,-24262350000000
5319,234937531000000
1551,321337331000000
2100,1530937206000000
3012,407741131000000
7003,5332541044000000
3303,4814140610000000
2775,1876540554000000
1265,666940513000000
5506,4986940460000000
2006,407740326000000
1265,1012543018000000
2715,62142985000000
4449,5678142923000000
4587,3345342586000000
3345,839742349000000
2627,-24257669000000
1902,321342297000000
2560,1876540082000000
2655,148539938000000
2356,62139630000000
4449,5678139555000000
7266,5591739499000000
3142,1098939464000000
3051,148542134000000
2443,62142064000000
3873,-24258339000000
6196,62141546000000
2549,753341333000000
7266,5591741316000000
2698,-24254962000000
2879,234945028000000
4708,234944984000000
2747,234944772000000
4049,10689344526000000
2356,62144424000000
3544,-24254059000000
2550,234945899000000
4107,62145730000000
4708,234945454000000
3573,494145323000000
4060,321338681000000
3192,4814138602000000
2539,839738448000000
2830,1358138259000000
2082,839728967000000
4422,4468528902000000
2969,2654128706000000
2182,580528684000000
4060,321328668000000
3950,1876528655000000
3585,3258928620000000
2015,839728607000000
2356,926128200000000
1954,494128160000000
3370,407733152000000
2516,926133130000000
2108,926133063000000
2980,926132936000000
3679,5332532824000000
2830,1358132715000000
6651,321332678000000
7116,5073332627000000
3709,580532569000000
2980,926132334000000
2182,580530112000000
4314,5850929983000000
2516,2567729873000000
2108,926129830000000
4893,4986929728000000
2627,-24270307000000
2529,10343729318000000
2533,234929292000000
1519,1358129183000000
2799,62132110000000
3677,1185331880000000
6651,321331613000000
3084,1012531604000000
2114,2481331340000000
1551,321331301000000
3806,321331261000000
2098,62131166000000
1696,1271733901000000
2364,494133803000000
2082,839733756000000
1887,753333656000000
2037,-24266378000000
2081,926133281000000
2108,926133182000000
5277,4641331114000000
1866,839730784000000
8407,5073330751000000
2356,926130628000000
2482,2913330557000000
2627,-24269554000000
2627,-24269585000000
2095,1530935004000000
4103,5591734822000000
1824,234934817000000
3544,-24265455000000
2517,1530935398000000
2949,321335285000000
2830,1358135226000000
1866,4986937014000000
3254,148536844000000
6517,839719994000000
3810,2135719804000000
1267,62119745000000
2550,62119555000000
1864,3086119452000000
2706,-24280628000000
2347,580519326000000
2982,62119233000000
2969,2654119086000000
1551,321324025000000
2969,2654123925000000
4223,2654123876000000
2114,2481323810000000
2381,407723724000000
3164,839723684000000
891,494123621000000
1637,6369323549000000
2698,148523188000000
3679,5332527101000000
3300,234927089000000
1526,926126818000000
924,3518126562000000
3181,234926518000000
1266,839726198000000
8407,5073326195000000
1954,-24273860000000
4296,2740524966000000
3131,407724835000000
2627,-24275424000000
1526,926124574000000
4223,62124350000000
4028,7406124207000000
2979,2049322861000000
2578,1012522501000000
2763,234922230000000
2799,666922174000000
3199,1617322126000000
5685,5159720662000000
5155,8010920565000000
2627,-24279445000000
4314,321320463000000
3267,7319720323000000
2695,494127611000000
2627,-24272462000000
5112,4900527195000000
3069,1444527188000000
2065,926121836000000
3899,62121706000000
3899,62121483000000
3899,62121345000000
4223,62121125000000
3044,62125804000000
3044,1012525530000000
3243,62125307000000
2078,62118006000000
2403,839717830000000
3268,62117717000000
2085,62117667000000
3831,1012517666000000
2122,234917647000000
2627,-24282388000000
2403,839717587000000
2539,1790117515000000
3920,2826917480000000
6905,321317350000000
2698,-24282688000000
3347,5073317253000000
5731,4468517125000000
3920,2826917082000000
3904,5246110952000000
3727,2222110910000000
6228,5073310730000000
2627,-24289284000000
1824,234910695000000
2655,148510683000000
4779,3518110647000000
3599,62110463000000
2095,1530910275000000
3876,407710038000000
1391,1617316035000000
1673,-24284087000000
2125,62115874000000
1673,-24284230000000
4928,62115312000000
5186,2654115281000000
4223,2654115196000000
2980,666915086000000
3378,1185315066000000
1340,62113792000000
2532,62113648000000
2078,62113556000000
3696,321313511000000
3254,148513373000000
6905,321313181000000
2246,666913177000000
2412,234913101000000
3709,580516999000000
7525,5332516549000000
3621,2913316401000000
4198,62116311000000
1518,148516283000000
2747,234916231000000
2244,62113025000000
4273,1358112857000000
2353,62112818000000
4590,753312533000000
7490,5678112093000000
1926,62112083000000
6228,5073311789000000
1926,62111744000000
2799,62111444000000
5894,5418911334000000
4223,62111246000000
8407,5073311025000000
2783,1185318875000000
4223,62118691000000
3873,-24281630000000
4305,148518329000000
2085,-24281785000000
3920,2826914760000000
1266,839714634000000
2879,234914477000000
2980,926114326000000
4975,5332507963000000
2078,62107914000000
4975,5332507633000000
2949,321307620000000
2186,407707585000000
2353,62107534000000
1510,11898907380000000
3053,1358107365000000
3012,407707352000000
4975,5332507275000000
3756,666907228000000
3012,407707140000000
3677,1185307128000000
1551,321307103000000
3844,11639707029000000
3522,580506994000000
8006,7492506682000000
2070,62106647000000
5302,62106587000000
3544,-24293440000000
2698,148506471000000
1926,494106394000000
5302,62106373000000
2980,148506297000000
2770,839706022000000
2081,407709852000000
2410,839709600000000
3904,5246109586000000
2515,1790109521000000
3899,148509415000000
2873,1358109372000000
7003,5332509213000000
1428,753309100000000
3750,1962903935000000
5506,4986903889000000
2706,321303836000000
4449,3604503474000000
3621,2913303383000000
2106,926103273000000
