source_fare,time_diff
5373,53866567000000
2356,658599607000000
9475,5064999136000000
1935,399399134000000
3338,5065018365000000
2219,140218354000000
6843,3336986632000000
3583,53786429000000
3267,7224989094000000
2878,53789093000000
2910,53811656000000
1803,53811653000000
2371,3250599714000000
3792,7397794120000000
4504,1263386632000000
1935,399417190000000
1803,140158361000000
2095,1436158321000000
2445,1781758145000000
5536,5064958145000000
4170,226570825000000
2313,9212170821000000
2202,53770784000000
4927,4460154167000000
3903,53754136000000
3583,53774120000000
2549,1954574014000000
6843,3336972149000000
2313,9212164699000000
3338,5064981565000000
2353,140164123000000
2356,1004159488000000
2263,1176929137000000
3264,1781729136000000
2747,4719328910000000
1493,485728899000000
3821,16556152220000000
2698,917752220000000
4147,4632952059000000
1826,-32647978000000
2202,53749158000000
2368,2472949145000000
2801,1781749127000000
2924,1522541620000000
3751,4892140868000000
4601,4892131661000000
2698,917746589000000
2550,485736648000000
3232,658526689000000
2664,-32660967000000
9294,5064914148000000
2664,-32685912000000
4858,140113350000000
2924,1522513308000000
2761,3423321659000000
3020,4719320855000000
7013,3250497199000000
2446,10335293899000000
3232,658516894000000
8723,226499026000000
6620,53705890000000
1375,1349667201000000
2036,2127267046000000
3967,226466733000000
1864,744876430000000
2704,831276429000000
5377,312875619000000
2280,3336868362000000
3575,3509668285000000
3358,53689714000000
4169,3250489713000000
2446,10335290868000000
2704,831274475000000
2695,744882040000000
6837,53691635000000
3900,53679157000000
5622,485648346000000
7209,53647998000000
3989,831247967000000
4296,312864074000000
3124,2818464070000000
7071,4892046646000000
1576,1868046572000000
2983,1608840886000000
7591,4114440429000000
3532,-32745832000000
3135,53654130000000
7061,3077659094000000
2100,917661606000000
2347,572055876000000
2100,917639162000000
2100,917624711000000
1803,140024552000000
4169,3250424550000000
3284,226417200000000
3317,5324016968000000
2030,-32783034000000
1934,53632021000000
2359,1176831418000000
4434,1349630842000000
2359,1176830773000000
3452,312826613000000
2046,-32773565000000
6429,3423234079000000
7591,3768818811000000
7071,4892018008000000
6353,399211602000000
6809,3855196635000000
2601,11717596633000000
3855,2645596603000000
2500,5064796598000000
2971,226389073000000
1471,744789070000000
1706,2472794693000000
4888,3855194692000000
7071,4892010865000000
2169,1349610865000000
2483,139994166000000
2213,226394013000000
3305,11717586273000000
7940,9816786656000000
1407,2645603372000000
1428,53598175000000
1706,2472765867000000
3186,8607165867000000
2033,1263165434000000
3899,2645551601000000
5121,139951593000000
1478,2645551415000000
3305,11717559138000000
4658,744758979000000
8762,53574102000000
3032,226373603000000
10862,1176784219000000
1258,1176784012000000
3305,11717578042000000
4658,744750874000000
2085,139962198000000
1407,2645582215000000
4011,2818337188000000
2359,1435937145000000
1799,744736843000000
1377,139936659000000
2549,399136658000000
2030,-32855936000000
3438,15691943944000000
3703,2559143311000000
6193,9816729245000000
2589,1608729151000000
1799,-32871263000000
4057,6187942204000000
1265,1263142191000000
2733,571924212000000
9758,53523243000000
3285,485549613000000
1799,744735814000000
2549,399124716000000
9758,53519694000000
1478,2645515848000000
3033,8607115846000000
10826,3941494158000000
10826,3941491762000000
2641,3250299148000000
2208,658316612000000
1799,744712177000000
2733,658296558000000
1326,2645509131000000
3335,-32911616000000
3202,14482274156000000
4176,53474154000000
3449,2472674017000000
3173,5237473327000000
2977,53458958000000
2208,658258350000000
2271,16555883987000000
7308,10507859730000000
2854,2818276639000000
4663,226287175000000
3243,226272271000000
3243,226265873000000
4679,485479630000000
2761,3682239104000000
3459,1263039039000000
4697,571838987000000
5685,5151046577000000
4518,3336646576000000
2139,2127044687000000
4694,139826259000000
6917,2645427173000000
3164,53445814000000
3228,53434131000000
2704,-32945873000000
3331,53431580000000
3914,5669404842000000
4661,139804594000000
1551,312604240000000
5610,917404094000000
7308,10507804095000000
3044,1954211977000000
3669,4373411939000000
3228,53411648000000
3459,1435811611000000
3604,2386219770000000
1265,1954219575000000
3243,226219574000000
3756,571797219000000
1799,744597217000000
5176,3595813894000000
18961,226218935000000
2728,53406289000000
3331,53400867000000
1799,-32996067000000
3914,5669384435000000
5626,1349384398000000
3466,1003784107000000
2394,2558984069000000
3756,571791602000000
3228,53391602000000
2015,5150991275000000
2875,1694976598000000
3288,139776562000000
3914,5669392147000000
4174,5237392099000000
6654,1349370834000000
6629,4546170488000000
18961,226178354000000
10125,485395720000000
2339,226190830000000
1970,3941396904000000
4744,571756957000000
3648,139756957000000
3930,2558956556000000
1970,3941354162000000
2520,7829354160000000
2339,226169140000000
2338,226169084000000
3176,5582943869000000
1687,398961413000000
4744,571758013000000
4501,312551616000000
2550,312549363000000
2042,1349342054000000
5849,485318236000000
914,2731718233000000
4356,830918194000000
3930,2558918193000000
2910,1176518160000000
5222,4546130731000000
2414,398930687000000
1571,2731726613000000
1799,744539024000000
3012,398924134000000
4949,1176529690000000
1324,2645322193000000
3176,5582934086000000
2202,53319062000000
5542,8347693816000000
5087,4286893814000000
3235,398893335000000
5891,8002093283000000
4110,1003711635000000
5867,-33088368000000
4954,53311420000000
2206,-33090291000000
4119,3682109709000000
2549,1435709474000000
2549,1435714695000000
3012,485314484000000
2549,1435714434000000
4356,830905871000000
2810,-33094427000000
1975,3682089694000000
3930,2558913313000000
3466,1003701413000000
4654,5842102036000000
1675,2126884835000000
3235,398884709000000
4335,53284710000000
2761,9902884645000000
4949,1176471593000000
9338,10766871540000000
2202,53271537000000
3318,16469270867000000
3426,1003663281000000
9338,10766863275000000
11429,3250063247000000
1518,226077050000000
1975,3595677048000000
1954,139677048000000
914,2731678778000000
1831,5323678361000000
4135,1090086554000000
5006,1262881659000000
2698,658079134000000
5006,1262864701000000
10862,1176448779000000
2356,53248378000000
2295,53248377000000
1799,-33151660000000
2698,658048332000000
7999,1435648301000000
11429,3250054144000000
2339,2213254105000000
4467,53254074000000
3357,16382844025000000
1887,2645244021000000
2959,13358841621000000
2698,658040826000000
5570,1003659704000000
3034,-33140679000000
6981,2645261483000000
4060,53236577000000
3034,-33150962000000
2085,-33147806000000
2070,2386024717000000
4216,-33175284000000
2081,139624553000000
3074,9211624143000000
1970,3941224140000000
4231,-33176140000000
4318,4632409690000000
4384,2472409546000000
1862,1349209046000000
3012,485209029000000
8435,-33194140000000
10048,3250005732000000
3049,53231633000000
2549,139631632000000
2241,917216633000000
3925,3941216633000000
2677,3595629004000000
2919,1176431966000000
5063,226013443000000
3074,9211633350000000
1950,1003601705000000
6869,5323601645000000
4103,6274001638000000
5043,312401604000000
2081,139601597000000
3253,485201568000000
2110,485201536000000
1862,1349201533000000
3254,312378365000000
6869,5323578323000000
5043,312393363000000
2131,1521993322000000
3735,657987256000000
2338,312387254000000
3486,4286794696000000
1970,3941194692000000
2220,485189152000000
2280,4632389059000000
1862,1349198309000000
3624,1262796621000000
4146,1349176594000000
3626,1521964136000000
5190,6273964092000000
6869,5323564049000000
3253,485164014000000
6869,5323564010000000
6986,10161951621000000
8436,571551619000000
2647,16814751112000000
4062,3163571638000000
5030,1262771549000000
4121,5064358332000000
1778,53158295000000
3547,9902765153000000
2356,571561901000000
3085,1608351672000000
3555,3509159170000000
3253,485153370000000
6849,5323549109000000
2654,6273949057000000
2695,744348984000000
6233,485133339000000
2347,657932982000000
6939,7656341575000000
2356,571540877000000
5893,1262746958000000
4060,225944093000000
2220,485136621000000
4479,1176331628000000
3958,10507524116000000
3958,10507525880000000
3125,53108377000000
2611,8088308336000000
2989,1953916640000000
6048,139516594000000
1438,139521561000000
3164,53120867000000
2532,1349114139000000
4046,1176306636000000
3045,398701664000000
1461,53101269000000
3024,-33295534000000
3599,-33299558000000
2037,3163492167000000
3323,3077091985000000
9396,6187491601000000
1816,571484841000000
11908,139484558000000
2356,139479691000000
3243,139479655000000
5477,7397078817000000
2351,2472291514000000
4060,225884424000000
3045,398698950000000
3034,53088358000000
3335,-33305867000000
8200,4977849212000000
13737,6273849089000000
8200,4977849089000000
11209,5755449042000000
4569,3422666641000000
7256,2213066640000000
2910,1521866603000000
3555,3509064692000000
6905,312264619000000
1716,2645054144000000
3129,2645054108000000
1461,53045867000000
2356,53045650000000
8777,9384256787000000
1819,3595446652000000
3638,744263828000000
3555,3509061648000000
7083,6187439138000000
3084,3681839079000000
2366,3336239079000000
6198,1089832243000000
2516,2126632238000000
2698,1262632028000000
7771,225834136000000
3559,2904234093000000
4182,2817837332000000
2137,53037205000000
5351,6360241517000000
7522,5669028892000000
2698,1262641156000000
5711,4027433290000000
2356,53044695000000
5237,2299420888000000
4216,-33379145000000
11373,5841820634000000
5347,6360226642000000
7771,225826600000000
3577,53024746000000
10824,5755424432000000
2601,8347421628000000
3665,1262628048000000
3674,1349014071000000
3331,53019683000000
5986,53019110000000
3331,53013291000000
4147,4200207034000000
4732,225806613000000
1795,1780991654000000
3933,-33408485000000
4539,139405877000000
5455,2472205630000000
4118,916999112000000
3180,312199053000000
3624,1349009039000000
2664,-33390963000000
3860,4977776573000000
1831,139399565000000
2576,2299392918000000
5986,52993373000000
3814,139367211000000
5670,-33432823000000
4703,2126566634000000
1955,52966594000000
5158,-33445919000000
4488,830553374000000
4518,916953374000000
3633,6619359693000000
10105,398559372000000
6850,52959102000000
3633,6619358715000000
5114,657769119000000
2779,1608168868000000
6850,52973864000000
2356,52973329000000
7064,3249748858000000
1799,312174701000000
1799,312173138000000
1950,1003339105000000
3218,312139094000000
5911,5064139022000000
3566,830536634000000
2192,139336632000000
2873,1780936517000000
3492,3336132213000000
5158,-33468383000000
5665,-33454155000000
5478,-33454225000000
10105,398530804000000
4618,916943126000000
3620,916939613000000
3696,312123964000000
6109,52946589000000
5665,-33487885000000
2472,3336111574000000
4824,11457711523000000
2186,398496644000000
4700,3076896240000000
5939,2472118310000000
3696,312118307000000
2873,1780905842000000
2550,139305803000000
3770,225686622000000
2339,225698328000000
5580,2385693337000000
2873,1780892864000000
5007,52891610000000
5675,139270855000000
6891,2644870822000000
3158,2385670536000000
2516,2040065829000000
3855,2126465828000000
3267,7224065791000000
2234,19492866606000000
5248,4804874112000000
2472,3336084664000000
1922,139276648000000
2980,1608064501000000
2704,52881579000000
6273,52869155000000
3647,5755259651000000
4101,7742439075000000
2980,571252199000000
3020,2040051487000000
2364,830450861000000
2356,1262446639000000
3652,657636475000000
2916,225661661000000
3370,484858360000000
1926,2126435871000000
4870,4113635834000000
3116,139221591000000
2695,744021587000000
3566,830427203000000
3335,-33572803000000
2081,744019599000000
2081,744019090000000
5532,4891229126000000
2100,484832211000000
3566,830429007000000
2042,1348818977000000
6585,52823375000000
3648,139199701000000
3547,830399664000000
4022,398399114000000
2980,571199070000000
6585,52799034000000
2704,52806628000000
2550,139206586000000
4070,3336014133000000
7178,2990393849000000
3652,571215827000000
5282,10507215826000000
2364,830408357000000
4536,830398995000000
6585,52804649000000
2364,830379701000000
6376,139179483000000
2550,311979080000000
2186,398379009000000
2042,1348788332000000
2660,8260788331000000
2550,139188289000000
2226,139171647000000
4949,225571645000000
3221,1262371216000000
3034,52786851000000
1779,52786609000000
3840,5323186606000000
6206,4891166455000000
3845,5063962219000000
2226,139192206000000
2359,139187165000000
4797,1175980756000000
2100,484758365000000
5609,3163158017000000
3621,5755150867000000
1731,484750524000000
3303,139146585000000
1377,139146585000000
4362,5409541584000000
1922,139139139000000
2550,139137059000000
2982,139144780000000
3164,52733739000000
5274,52754590000000
4644,484716641000000
1877,2644716598000000
22776,5755116563000000
22776,5755109106000000
7931,571108933000000
3129,3508714647000000
3621,6964714460000000
3632,7137501602000000
2549,225501351000000
2356,139131592000000
2356,139131199000000
4111,5755098029000000
5624,743930759000000
4213,139129667000000
4324,1780718339000000
1637,571086637000000
4446,4459086595000000
2919,1175885822000000
2549,225489708000000
1683,1003089253000000
2723,657488882000000
7313,4891078358000000
3549,1435078321000000
4118,8347078019000000
2980,571074666000000
3076,2990274210000000
4165,398274152000000
2144,311867156000000
8721,571067121000000
3375,484670880000000
2575,830270879000000
2873,1435093346000000
2549,225482168000000
1935,398281656000000
5102,7742251662000000
2873,1435051620000000
2568,743866524000000
4118,8347066330000000
4518,4545444161000000
1932,1521443963000000
4713,225452207000000
1799,311849089000000
2819,2558248295000000
1522,2644665717000000
2339,225459670000000
891,657460861000000
6053,5063841641000000
3253,6964641599000000
1701,2126241327000000
1564,311834063000000
8721,571034044000000
3926,52633765000000
5102,7742229111000000
4356,139040701000000
8512,9902239106000000
2042,1348626587000000
1877,2644632248000000
1683,484621500000000
3960,-33764170000000
4781,138996558000000
5785,311796524000000
2549,916596492000000
3183,657395881000000
2356,657404189000000
1450,225404125000000
2520,9383804040000000
4189,1003012187000000
5834,4804611868000000
2356,1434997190000000
3232,311796977000000
4177,4718208923000000
5221,139019697000000
3908,1780616551000000
1683,484615616000000
5221,139010835000000
4605,4199784537000000
3027,2471784190000000
3894,311784021000000
2313,657390742000000
3140,3422190742000000
3623,743789113000000
2042,1348585758000000
3790,398181426000000
4489,2126178099000000
2356,657377019000000
3449,1780572194000000
3960,-33823459000000
8127,3249351639000000
1468,1002951638000000
1695,10334151598000000
6428,3249336354000000
4654,398135813000000
1661,2126156518000000
2549,830155829000000
3961,3335763284000000
4489,2126170498000000
7204,657359096000000
3449,1780557102000000
6070,3162943370000000
3049,52542200000000
7070,2126116405000000
3253,484515816000000
2753,3335715782000000
4490,4372515781000000
3030,3681315723000000
3502,1089315682000000
7070,2126121548000000
3129,3508521509000000
3502,1089321448000000
3502,1089321431000000
3095,1780519143000000
6628,4804519038000000
4061,916534174000000
2353,830133757000000
5347,4113326493000000
9488,916528329000000
4946,7914923345000000
2263,657319548000000
2816,52529071000000
8549,5841307315000000
3961,3767707313000000
3024,-33892877000000
4114,830115406000000
4821,8001314700000000
2873,1434914700000000
2381,1780500571000000
5879,5754900531000000
1846,916495867000000
2338,3335695828000000
2049,52499154000000
5026,1175699125000000
2093,1348511604000000
4061,916511550000000
7070,2126110855000000
4356,138901920000000
4105,52508862000000
4490,4372489001000000
12297,5150088966000000
2549,916494096000000
4490,4372493634000000
4356,138887324000000
4356,138887049000000
2492,3422077161000000
2338,3335694620000000
4202,1089291527000000
3050,1175685488000000
4356,138873841000000
2868,138890735000000
2158,27441251593000000
2549,1089251585000000
3020,4026851557000000
2372,9902051552000000
4308,138857199000000
5995,4977256990000000
8227,5063644314000000
4489,2126053372000000
4489,2126048315000000
2406,138839691000000
2868,138858988000000
3020,225244844000000
2049,52469694000000
3247,4804436654000000
6716,10074836654000000
2549,225235851000000
1687,398035851000000
7313,4890834117000000
4490,4372429102000000
4314,5841213126000000
1470,138820846000000
8317,9902009620000000
1518,138808877000000
3477,52417122000000
4911,225182196000000
2982,1002782015000000
4324,138781888000000
1068,1175581628000000
4529,4545181573000000
2704,52381514000000
1326,397981473000000
4489,2125989072000000
4993,1089189071000000
2364,829989026000000
2506,4545193614000000
8317,9901993578000000
2836,397976470000000
6382,3940376440000000
2506,4545202250000000
7859,52401838000000
2313,2471589689000000
3358,52389688000000
2704,52405879000000
4490,4372405546000000
4490,4372398312000000
1470,138806619000000
2836,397962198000000
2549,916362197000000
4057,6186762128000000
3293,6100361489000000
3845,5063561455000000
2126,2039561393000000
3291,3594761265000000
6428,3249154685000000
1849,397954513000000
4007,1953157919000000
7037,8001157917000000
1692,-34030854000000
2982,1002769105000000
2423,225154186000000
1864,484354125000000
2982,1002774507000000
4763,5063568170000000
2126,2039567115000000
9805,5063550730000000
1470,138742202000000
3517,2903541624000000
4537,311541534000000
4846,3681141326000000
4661,138730840000000
3085,11629930809000000
5944,2039523358000000
2372,225123352000000
914,2298734004000000
3224,138733936000000
4057,6186746591000000
4278,1175546527000000
1518,225129683000000
5944,2039529682000000
5915,5668329188000000
2836,397949135000000
3037,52336861000000
2306,570721992000000
3845,5063521947000000
2100,1261921523000000
2356,311521459000000
5264,1175521305000000
2233,743506637000000
8444,5149906237000000
3247,6013917868000000
3468,3681114104000000
3247,6013910802000000
8407,5063505632000000
3950,1866722193000000
3880,3162714660000000
4755,829909140000000
6980,52301623000000
7384,5149901623000000
3585,3249101539000000
7037,8001087161000000
3629,52287122000000
5104,52287114000000
3629,52289133000000
8063,4804289132000000
3752,3508299125000000
6252,4631494701000000
7037,8001090828000000
1763,1434697947000000
3243,657091647000000
3113,52302191000000
6353,52271608000000
6841,311471326000000
5485,4804267193000000
3585,3249067191000000
3573,2730687087000000
7037,8001068876000000
2280,1002683976000000
2280,1002681647000000
3449,2125876529000000
2742,225070868000000
3360,138669130000000
6252,4717859804000000
7314,52259618000000
6945,4545059465000000
3477,52259463000000
3429,5149864057000000
3772,916264056000000
6252,4631463371000000
4449,3076248362000000
6252,4717848357000000
5270,9383448324000000
2353,6791449099000000
3113,3162649068000000
1956,311456646000000
2895,225056564000000
3131,5063444403000000
5995,4977044108000000
5248,4804251633000000
4638,397864128000000
5641,657055520000000
3253,484224688000000
2381,2039424460000000
4794,52224119000000
2353,2644226660000000
3486,225026327000000
2381,2039443371000000
3024,-34156661000000
22776,657023768000000
3883,5409037146000000
5007,8433032207000000
3436,3335436642000000
3806,311428328000000
5082,52235874000000
2550,829816603000000
8099,20961016572000000
5811,484216232000000
2381,52204690000000
4794,52204652000000
1523,-34195833000000
1261,52200856000000
2969,1693800579000000
2706,52199121000000
3759,311398986000000
9547,4977008081000000
3429,5149792932000000
5793,743421571000000
3360,138620815000000
2723,916196611000000
5879,9383389770000000
3199,484189769000000
3518,52189436000000
3752,6186576405000000
2364,52176337000000
19443,5668176328000000
4451,-34229164000000
3318,16122570408000000
5172,52191648000000
914,5495391646000000
3164,52169120000000
4391,52169037000000
1569,2039384069000000
6779,311383611000000
3085,570574428000000
5793,743385850000000
5023,52154642000000
2338,3335354593000000
6448,5063354593000000
2295,52154454000000
2295,52149081000000
1273,743349051000000
3949,52149033000000
2181,20960961654000000
4489,2125761620000000
5793,743356640000000
5793,743356577000000
6587,138566973000000
3452,311362154000000
3621,916150858000000
6841,311355730000000
2295,52163364000000
2836,1866542137000000
3318,16122542092000000
914,3594538211000000
3318,16122538174000000
15014,743336594000000
15014,743325682000000
3860,5581743364000000
3452,311346913000000
2748,52144081000000
3164,52129046000000
2090,-34265386000000
2533,224912336000000
4274,2557711943000000
3044,1002521555000000
1862,1175321264000000
5057,138516636000000
3814,311316600000000
9547,4976918574000000
3135,52118542000000
2194,4372098980000000
1282,3248898980000000
9043,3076114139000000
6200,3248909129000000
3027,743319563000000
3527,138504297000000
1522,7482478365000000
5006,397678327000000
4268,9383278158000000
3860,5581682182000000
2192,224882075000000
2345,20960881904000000
4090,52084110000000
8035,4890484107000000
3951,3421683918000000
2539,1780097122000000
1799,311290615000000
5811,311285873000000
2750,916079163000000
914,5495296558000000
914,5495290845000000
1479,570458851000000
3549,2471258848000000
4412,656858326000000
1782,-34341974000000
7617,23725671651000000
7617,23725663835000000
2678,138465801000000
3232,311257151000000
3860,5581656590000000
3806,311251615000000
3074,-34346719000000
1669,3594442349000000
2831,-34357897000000
2612,-34357932000000
4986,224838927000000
4057,5236038924000000
2364,52034715000000
4820,6186434713000000
2678,138436608000000
2364,52036421000000
1063,2125638365000000
5270,9124034322000000
3624,1952849384000000
4986,224844066000000
4593,916045819000000
3668,397611483000000
6742,2212010863000000
5270,9124010638000000
914,5495222196000000
3074,10679222160000000
8001,52022119000000
5978,10074431317000000
1660,3680830559000000
6146,6532014691000000
1779,6445603367000000
2895,224823825000000
3648,138414130000000
5181,224806659000000
4028,20960786599000000
3741,311186592000000
3074,10679197183000000
9050,5149601328000000
6146,6531989554000000
3623,1347995867000000
3232,311191658000000
3164,52001989000000
3518,51999096000000
2533,-34409149000000
2045,4803982165000000
2406,138381918000000
2339,224754154000000
8035,4890353717000000
4028,20960784143000000
4649,311178731000000
2443,1779966605000000
4755,829559624000000
3623,1347978070000000
1545,51976637000000
3633,51964685000000
7157,570329058000000
3236,1002329003000000
4124,483925844000000
4356,829525648000000
2922,1607145849000000
5144,3248745525000000
6025,8691931925000000
3684,2816744101000000
3492,224740868000000
8427,1175127199000000
2941,311152162000000
2698,1261537130000000
3591,1261510850000000
9547,4976710594000000
2704,51910592000000
1170,397505828000000
6467,915905826000000
6375,4976719492000000
1932,4803906622000000
5938,4544701658000000
2549,224716635000000
2549,224714131000000
9301,1261503585000000
6239,7914299102000000
2617,224664130000000
2356,1261464068000000
1926,1347864030000000
2355,1347864024000000
2836,1607064008000000
2696,1347891252000000
1524,1088690857000000
5673,2989490562000000
2356,1261497152000000
6467,915897088000000
3037,224697023000000
6024,9642282079000000
9032,4026265873000000
5884,10506283945000000
2580,570279038000000
1776,1175076656000000
1696,1261472986000000
2748,51839694000000
16331,3248639528000000
2220,483839527000000
3078,483847274000000
6824,-34552931000000
5391,311056270000000
3814,397456268000000
3814,311049108000000
2580,570258359000000
1778,1866256622000000
4363,224646155000000
3083,138240405000000
2642,-34560857000000
2406,1175014098000000
2895,224614094000000
22388,5235811962000000
5785,2989436585000000
5582,4976633982000000
5785,2989421638000000
5670,2989408332000000
2698,656630839000000
3547,10419823980000000
2550,138222877000000
2095,1866192009000000
2014,2643792009000000
3549,1779803199000000
3549,1779803198000000
1956,4976581594000000
5539,829404687000000
3360,1434199115000000
3949,310995602000000
6053,5062986686000000
3202,5235780666000000
2356,1261396620000000
3346,915760837000000
5178,656560836000000
1528,310960806000000
2356,1261360682000000
1886,2643768354000000
8149,224568352000000
3665,1520568318000000
2434,1434154092000000
2748,51753997000000
2006,310953996000000
4158,310946597000000
4313,51746595000000
2799,51746478000000
3949,397376613000000
5191,570166649000000
2997,1088559138000000
6053,5062956921000000
3633,51752190000000
1426,2384530786000000
2353,9469330780000000
2339,224530749000000
2533,224545866000000
3845,5062945510000000
2549,656526546000000
2549,656526374000000
3346,915741637000000
6418,138138332000000
2549,656534032000000
2756,1088532163000000
1093,570117916000000
2799,51739663000000
6077,-34730845000000
1970,3853269152000000
3759,829268887000000
7104,2384491635000000
4802,3680491632000000
2381,310891442000000
6533,1002110833000000
3735,51710731000000
2836,1606909685000000
5539,829309464000000
6518,1002094669000000
1630,2384494667000000
2092,829257180000000
2356,138057179000000
5721,224499011000000
2414,915657146000000
4898,-34735349000000
4772,12061250854000000
6309,5062850561000000
7197,224445644000000
3961,2730045643000000
3418,5581231628000000
4061,51631592000000
5899,310823372000000
7361,5581223279000000
4172,224454149000000
3961,2730038337000000
3759,829237139000000
7130,224436665000000
6768,2643624143000000
3131,397201641000000
3049,51601595000000
2093,1779601558000000
6768,2643601139000000
2081,310810849000000
2081,310810814000000
2356,1261210564000000
7839,2989186681000000
3078,483586485000000
4061,51603051000000
3883,5494803018000000
2090,3594016614000000
2550,1779616529000000
4778,6186021533000000
2081,1779609171000000
7050,829196604000000
1970,4457991583000000
2206,51571618000000
8533,224371617000000
914,2816371616000000
4232,1088371575000000
3845,5062771570000000
1687,915575855000000
2490,-34824146000000
8533,224375821000000
8131,2643575442000000
4265,5149160862000000
2353,656383359000000
2550,310768251000000
2356,1261164078000000
914,2729974778000000
914,2902767050000000
3049,51579465000000
7403,7049944829000000
6182,310744653000000
2093,1693144416000000
3049,51544140000000
4232,1088344107000000
3049,51537158000000
2515,-34862844000000
5116,5149152146000000
7403,7049932096000000
5530,310756503000000
1981,4544355868000000
1687,915546619000000
4688,2643535841000000
3049,51554135000000
7403,7049914129000000
7839,2989114088000000
1716,2125123637000000
6058,51523360000000
3569,8345931581000000
7403,7049931477000000
2938,310730853000000
2533,224330851000000
3131,397124632000000
2556,5235519493000000
2549,656313646000000
1258,1174708327000000
1969,51506292000000
8533,224291581000000
12790,224291579000000
1258,1174690862000000
5844,224304816000000
3049,51504044000000
2085,742674653000000
4994,397074161000000
2364,51485835000000
3049,51485835000000
3633,6877082093000000
3308,5408278363000000
2695,569881641000000
1877,1347495830000000
3576,51473719000000
4599,310653299000000
1818,4889853199000000
7314,51471482000000
6375,3853071481000000
6854,3766666605000000
3882,3421056555000000
6151,9123446525000000
2864,3248242193000000
4228,742651608000000
2951,224249129000000
3604,656246526000000
2186,397038753000000
3806,14912238370000000
5050,3853041272000000
2951,224241270000000
5915,5667434443000000
9547,4976227004000000
6641,4976224149000000
3050,483439087000000
3502,1088223365000000
3609,51429128000000
3609,51436620000000
1245,3075394665000000
7098,5408194460000000
3174,656206611000000
1526,51406335000000
4423,51422192000000
3234,397022189000000
7098,5408211169000000
4448,3161791357000000
7229,137821614000000
2280,915399037000000
3093,51414545000000
5577,51400776000000
5114,396969094000000
5416,2729769039000000
2714,15776169002000000
3277,310585872000000
2178,-35014177000000
8533,224185791000000
10732,6185767200000000
10721,3248167035000000
3012,137770753000000
2280,915370713000000
3899,51364118000000
2280,915364118000000
1930,3161774372000000
2280,915387331000000
3894,310557144000000
914,1260976500000000
5767,4544152191000000
2714,15776151634000000
3544,2643351632000000
6855,6444956633000000
2549,742556599000000
1918,828955835000000
4422,4544137183000000
1493,2124936946000000
2353,137748355000000
2382,2038548154000000
1518,51346549000000
4568,51346499000000
1800,3161740579000000
3176,8000139107000000
3419,2124954114000000
1768,742536457000000
6676,6876922045000000
2549,742521997000000
6146,6531321634000000
2214,2211314685000000
4291,51314682000000
2100,310528949000000
4881,137728948000000
2714,15776113753000000
5996,6531322048000000
3547,6790518316000000
2698,2470521218000000
6676,6876925700000000
4233,137724136000000
2695,1779304120000000
2695,-35095880000000
1918,828904082000000
4366,4457699484000000
3547,6790499123000000
38279,51286610000000
2885,2556886609000000
3547,6790506477000000
2938,310510624000000
3589,569694079000000
4963,1779285870000000
2748,51298355000000
3518,51293284000000
3044,569679087000000
6458,1433679084000000
1683,828879083000000
38279,51278852000000
10011,6444884398000000
3547,6790484394000000
1267,137684362000000
5892,569671407000000
2356,656070752000000
5211,1088069513000000
3093,1779269511000000
2836,483285462000000
5100,396881541000000
2214,2211263355000000
1407,1865671614000000
2196,310477200000000
6979,5062461612000000
3049,51261558000000
2340,51256323000000
1466,1952055602000000
3037,224054143000000
6916,51254141000000
5250,51240869000000
2381,1433640869000000
3049,51242177000000
2799,51241538000000
6979,5062456595000000
3676,6704054690000000
2801,1692847188000000
5073,-35165909000000
1526,915217188000000
2199,51216560000000
4593,3248016528000000
2196,51227100000000
2341,483226632000000
3107,29081615863000000
2550,656018973000000
2341,569617188000000
2550,656011621000000
3076,915209676000000
1910,396808366000000
3390,-35195318000000
5624,17590379120000000
2186,137579082000000
4784,1174378844000000
3247,4025597188000000
2169,26230397048000000
1910,396796621000000
4599,310368316000000
2158,23724768310000000
4546,6617566601000000
7157,2729566502000000
6224,9900804104000000
7157,2729579658000000
4593,1865584593000000
2555,137560410000000
3585,-35206078000000
2341,483139298000000
6939,4025539147000000
6820,5062339055000000
2196,310339003000000
6511,3334359126000000
3581,137559125000000
3076,915158836000000
3076,915147118000000
2381,1433546553000000
2196,310346409000000
2831,569540842000000
3683,51140811000000
6738,2988739648000000
2381,1433539647000000
3486,223954116000000
2356,51153368000000
6820,5062339649000000
5137,1087959468000000
5015,8172735612000000
4803,5407909127000000
2836,483108873000000
5015,8172708841000000
2372,915108364000000
1450,655908363000000
4145,483117151000000
1589,10591917150000000
1450,655911573000000
4753,137511335000000
2372,915119120000000
3492,483118735000000
3623,4803130779000000
1887,396730778000000
1796,1347123272000000
5764,5321523271000000
3076,915126624000000
5015,8172726624000000
11064,3247915781000000
4145,483131596000000
3944,223904251000000
11064,3247904050000000
9090,5580704015000000
2015,3161479094000000
3032,223879089000000
2372,396686645000000
2345,6617486600000000
7075,1001500772000000
3705,7049500769000000
3950,310284568000000
6855,6444684567000000
1450,655896595000000
2372,915089447000000
2060,1347088875000000
2830,2038297340000000
2178,5407852002000000
1450,569451625000000
3064,2211051591000000
4284,1347051467000000
1661,2124659068000000
2079,51059067000000
2458,2729458358000000
6855,6444637198000000
7039,223837022000000
1450,828640828000000
2372,396640788000000
7580,915074036000000
